DATA_RILEVAZIONE,CODICE_PRODOTTO,NOME_PRODOTTO,PREZZO,ACCISA,IVA,NETTO,VARIAZIONE
2020-10-26,3,Gasolio riscaldamento,"1.085,36","403,21","195,72","486,43","-3,57"
2020-10-26,6,O.C. fluido BTZ,"690,36","166,84","62,76","460,76","-1,28"
2020-10-26,8,O.C. denso BTZ,"367,89","31,39",0,"336,5","-1,33"
2020-11-02,1,Benzina,"1.383,88","728,4","249,55","405,93","-3,84"
2020-11-02,2,Gasolio auto,"1.254,77","617,4","226,27","411,1","-3,74"
2020-11-02,5,GPL,"591,55","147,27","106,67","337,61","-0,34"
2020-11-02,3,Gasolio riscaldamento,"1.069,79","403,21","192,91","473,67","-15,57"
2020-11-02,6,O.C. fluido BTZ,"677,18","166,84","61,56","448,78","-13,18"
2020-11-02,8,O.C. denso BTZ,"354,89","31,39",0,"323,5",-13
2020-11-09,1,Benzina,"1.378,34","728,4","248,55","401,39","-5,54"
2020-11-09,2,Gasolio auto,"1.248,72","617,4","225,18","406,14","-6,05"
2020-11-09,5,GPL,"592,46","147,27","106,84","338,35","0,91"
2020-11-09,3,Gasolio riscaldamento,"1.072,5","403,21","193,4","475,89","2,71"
2020-11-09,6,O.C. fluido BTZ,"677,64","166,84","61,6","449,2","0,46"
2020-11-09,8,O.C. denso BTZ,"364,56","31,39",0,"333,17","9,67"
2020-11-16,1,Benzina,"1.385,46","728,4","249,84","407,22","7,12"
2020-11-16,2,Gasolio auto,"1.255,3","617,4","226,37","411,53","6,58"
2020-11-16,5,GPL,"593,49","147,27","107,02","339,2","1,03"
2020-11-16,3,Gasolio riscaldamento,"1.089,29","403,21","196,43","489,65","16,79"
2020-11-16,6,O.C. fluido BTZ,"690,09","166,84","62,74","460,51","12,45"
2020-11-16,8,O.C. denso BTZ,"380,11","31,39",0,"348,72","15,55"
2020-11-23,1,Benzina,"1.393,24","728,4","251,24","413,6","7,78"
2020-11-23,2,Gasolio auto,"1.264,11","617,4","227,95","418,76","8,81"
2020-11-23,5,GPL,"597,05","147,27","107,66","342,12","3,56"
2020-11-23,3,Gasolio riscaldamento,"1.097,21","403,21","197,86","496,14","7,92"
2020-11-23,6,O.C. fluido BTZ,"692,09","166,84","62,92","462,33",2
2020-11-23,8,O.C. denso BTZ,"379,44","31,39",0,"348,05","-0,67"
2020-11-30,1,Benzina,"1.403,62","728,4","253,11","422,11","10,38"
2020-11-30,2,Gasolio auto,"1.275,25","617,4","229,96","427,89","11,14"
2020-11-30,5,GPL,"603,39","147,27","108,81","347,31","6,34"
2020-11-30,3,Gasolio riscaldamento,"1.117,96","403,21","201,6","513,15","20,75"
2020-11-30,6,O.C. fluido BTZ,"713,45","166,84","64,86","481,75","21,36"
2020-11-30,8,O.C. denso BTZ,"392,22","31,39",0,"360,83","12,78"
2020-12-07,1,Benzina,"1.409,34","728,4","254,14","426,8","5,72"
2020-12-07,2,Gasolio auto,"1.283,79","617,4","231,5","434,89","8,54"
2020-12-07,5,GPL,"606,51","147,27","109,37","349,87","3,12"
2020-12-07,3,Gasolio riscaldamento,"1.127,64","403,21","203,34","521,09","9,68"
2020-12-07,6,O.C. fluido BTZ,"716,45","166,84","65,13","484,48",3
2020-12-07,8,O.C. denso BTZ,"393,44","31,39",0,"362,05","1,22"
2020-12-14,1,Benzina,"1.412,51","728,4","254,71","429,4","3,17"
2020-12-14,2,Gasolio auto,"1.288,31","617,4","232,32","438,59","4,52"
2020-12-14,5,GPL,"609,59","147,27","109,93","352,39","3,08"
2020-12-14,3,Gasolio riscaldamento,"1.132,86","403,21","204,29","525,36","5,22"
2020-12-14,6,O.C. fluido BTZ,725,"166,84","65,91","492,25","8,55"
2020-12-14,8,O.C. denso BTZ,402,"31,39",0,"370,61","8,56"
2020-12-21,1,Benzina,"1.427,58","728,4","257,43","441,75","15,07"
2020-12-21,2,Gasolio auto,"1.304,31","617,4","235,2","451,71",16
2020-12-21,5,GPL,"616,67","147,27","111,2","358,2","7,08"
2020-12-21,3,Gasolio riscaldamento,"1.141,39","403,21","205,82","532,36","8,53"
2020-12-21,6,O.C. fluido BTZ,"733,64","166,84","66,69","500,11","8,64"
2020-12-21,8,O.C. denso BTZ,"407,44","31,39",0,"376,05","5,44"
2020-12-28,1,Benzina,"1.434,07","728,4","258,6","447,07","6,49"
2020-12-28,2,Gasolio auto,"1.311,79","617,4","236,55","457,84","7,48"
2020-12-28,5,GPL,"621,53","147,27","112,08","362,18","4,86"
2020-12-28,3,Gasolio riscaldamento,"1.139,79","403,21","205,54","531,04","-1,6"
2020-12-28,6,O.C. fluido BTZ,"729,09","166,84","66,28","495,97","-4,55"
2020-12-28,8,O.C. denso BTZ,"410,89","31,39",0,"379,5","3,45"
2021-01-04,1,Benzina,"1.441,5","728,4","259,94","453,16","7,43"
2021-01-04,2,Gasolio auto,"1.319,04","617,4","237,86","463,78","7,25"
2021-01-04,5,GPL,"623,73","147,27","112,48","363,98","2,2"
2021-01-04,3,Gasolio riscaldamento,"1.144,64","403,21","206,41","535,02","4,85"
2021-01-04,6,O.C. fluido BTZ,"728,18","166,84","66,2","495,14","-0,91"
2021-01-04,8,O.C. denso BTZ,"408,22","31,39",0,"376,83","-2,67"
2021-01-11,1,Benzina,"1.450,07","728,4","261,49","460,18","8,57"
2021-01-11,2,Gasolio auto,"1.324,98","617,4","238,93","468,65","5,94"
2021-01-11,5,GPL,"628,9","147,27","113,41","368,22","5,17"
2021-01-11,3,Gasolio riscaldamento,"1.152,64","403,21","207,85","541,58",8
2021-01-11,6,O.C. fluido BTZ,"742,55","166,84","67,5","508,21","14,37"
2021-01-11,8,O.C. denso BTZ,"420,33","31,39",0,"388,94","12,11"
2021-01-18,1,Benzina,"1.465,98","728,4","264,36","473,22","15,91"
2021-01-18,2,Gasolio auto,"1.339,45","617,4","241,54","480,51","14,47"
2021-01-18,5,GPL,"633,16","147,27","114,18","371,71","4,26"
2021-01-18,3,Gasolio riscaldamento,"1.166,18","403,21","210,29","552,68","13,54"
2021-01-18,6,O.C. fluido BTZ,"759,91","166,84","69,08","523,99","17,36"
2021-01-18,8,O.C. denso BTZ,435,"31,39",0,"403,61","14,67"
2021-01-25,1,Benzina,"1.476,16","728,4","266,19","481,57","10,18"
2021-01-25,2,Gasolio auto,"1.346,45","617,4","242,8","486,25",7
2021-01-25,5,GPL,"636,06","147,27","114,7","374,09","2,9"
2021-01-25,3,Gasolio riscaldamento,"1.165,61","403,21","210,19","552,21","-0,57"
2021-01-25,6,O.C. fluido BTZ,"772,09","166,84","70,19","535,06","12,18"
2021-01-25,8,O.C. denso BTZ,"439,11","31,39",0,"407,72","4,11"
2021-02-01,1,Benzina,"1.479,99","728,4","266,88","484,71","3,83"
2021-02-01,2,Gasolio auto,"1.350,56","617,4","243,54","489,62","4,11"
2021-02-01,5,GPL,"637,11","147,27","114,89","374,95","1,05"
2021-02-01,3,Gasolio riscaldamento,"1.171,82","403,21","211,31","557,3","6,21"
2021-02-01,6,O.C. fluido BTZ,"767,45","166,84","69,77","530,84","-4,64"
2021-02-01,8,O.C. denso BTZ,"433,11","31,39",0,"401,72",-6
2021-02-08,1,Benzina,"1.488,9","728,4","268,49","492,01","8,91"
2021-02-08,2,Gasolio auto,"1.360,65","617,4","245,36","497,89","10,09"
2021-02-08,5,GPL,"640,41","147,27","115,48","377,66","3,3"
2021-02-08,3,Gasolio riscaldamento,"1.184,5","403,21","213,6","567,69","12,68"
2021-02-08,6,O.C. fluido BTZ,"784,27","166,84","71,3","546,13","16,82"
2021-02-08,8,O.C. denso BTZ,"460,22","31,39",0,"428,83","27,11"
2021-02-15,1,Benzina,"1.500,43","728,4","270,57","501,46","11,53"
2021-02-15,2,Gasolio auto,"1.372,94","617,4","247,58","507,96","12,29"
2021-02-15,5,GPL,"641,8","147,27","115,73","378,8","1,39"
2021-02-15,3,Gasolio riscaldamento,"1.198,64","403,21","216,15","579,28","14,14"
2021-02-15,6,O.C. fluido BTZ,"792,55","166,84","72,05","553,66","8,28"
2021-02-15,8,O.C. denso BTZ,"480,44","31,39",0,"449,05","20,22"
2021-02-22,1,Benzina,"1.518,55","728,4","273,84","516,31","18,12"
2021-02-22,2,Gasolio auto,"1.390,91","617,4","250,82","522,69","17,97"
2021-02-22,5,GPL,"645,39","147,27","116,38","381,74","3,59"
2021-02-22,3,Gasolio riscaldamento,"1.219,75","403,21","219,95","596,59","21,11"
2021-02-22,6,O.C. fluido BTZ,"799,82","166,84","72,71","560,27","7,27"
2021-02-22,8,O.C. denso BTZ,"494,11","31,39",0,"462,72","13,67"
2021-03-01,1,Benzina,"1.536,58","728,4","277,09","531,09","18,03"
2021-03-01,2,Gasolio auto,"1.408,45","617,4","253,98","537,07","17,54"
2021-03-01,5,GPL,"648,88","147,27","117,01","384,6","3,49"
2021-03-01,3,Gasolio riscaldamento,"1.236,32","403,21","222,94","610,17","16,57"
2021-03-01,6,O.C. fluido BTZ,"805,64","166,84","73,24","565,56","5,82"
2021-03-01,8,O.C. denso BTZ,"508,44","31,39",0,"477,05","14,33"
2021-03-08,1,Benzina,"1.549,65","728,4","279,45","541,8","13,07"
2021-03-08,2,Gasolio auto,"1.421,19","617,4","256,28","547,51","12,74"
2021-03-08,5,GPL,"654,35","147,27",118,"389,08","5,47"
2021-03-08,3,Gasolio riscaldamento,"1.234,68","403,21","222,65","608,82","-1,64"
2021-03-08,6,O.C. fluido BTZ,"808,18","166,84","73,47","567,87","2,54"
2021-03-08,8,O.C. denso BTZ,"524,11","31,39",0,"492,72","15,67"
2021-03-15,1,Benzina,"1.566,15","728,4","282,42","555,33","16,5"
2021-03-15,2,Gasolio auto,"1.436,07","617,4","258,96","559,71","14,88"
2021-03-15,5,GPL,"658,39","147,27","118,73","392,39","4,04"
2021-03-15,3,Gasolio riscaldamento,"1.252,5","403,21","225,86","623,43","17,82"
2021-03-15,6,O.C. fluido BTZ,"810,55","166,84","73,69","570,02","2,37"
2021-03-15,8,O.C. denso BTZ,"523,56","31,39",0,"492,17","-0,55"
2021-03-22,1,Benzina,"1.578,77","728,4","284,7","565,67","12,62"
2021-03-22,2,Gasolio auto,"1.444,98","617,4","260,57","567,01","8,91"
2021-03-22,5,GPL,"660,55","147,27","119,12","394,16","2,16"
2021-03-22,3,Gasolio riscaldamento,"1.241,18","403,21","223,82","614,15","-11,32"
2021-03-22,6,O.C. fluido BTZ,"795,18","166,84","72,29","556,05","-15,37"
2021-03-22,8,O.C. denso BTZ,"506,22","31,39",0,"474,83","-17,34"
2021-03-29,1,Benzina,"1.575,35","728,4","284,08","562,87","-3,42"
2021-03-29,2,Gasolio auto,"1.440,3","617,4","259,73","563,17","-4,68"
2021-03-29,5,GPL,"662,84","147,27","119,53","396,04","2,29"
2021-03-29,3,Gasolio riscaldamento,"1.237,68","403,21","223,19","611,28","-3,5"
2021-03-29,6,O.C. fluido BTZ,"787,27","166,84","71,57","548,86","-7,91"
2021-03-29,8,O.C. denso BTZ,"496,56","31,39",0,"465,17","-9,66"
2021-04-05,1,Benzina,"1.574,22","728,4","283,88","561,94","-1,13"
2021-04-05,2,Gasolio auto,"1.437,14","617,4","259,16","560,58","-3,16"
2021-04-05,5,GPL,"663,58","147,27","119,66","396,65","0,74"
2021-04-05,3,Gasolio riscaldamento,"1.239,71","403,21","223,55","612,95","2,03"
2021-04-05,6,O.C. fluido BTZ,"790,18","166,84","71,83","551,51","2,91"
2021-04-05,8,O.C. denso BTZ,"503,44","31,39",0,"472,05","6,88"
2021-04-12,1,Benzina,"1.573,52","728,4","283,75","561,37","-0,7"
2021-04-12,2,Gasolio auto,"1.435,18","617,4","258,8","558,98","-1,96"
2021-04-12,5,GPL,"663,64","147,27","119,67","396,7","0,06"
2021-04-12,3,Gasolio riscaldamento,"1.237,11","403,21","223,09","610,81","-2,6"
2021-04-12,6,O.C. fluido BTZ,789,"166,84","71,73","550,43","-1,18"
2021-04-12,8,O.C. denso BTZ,"497,56","31,39",0,"466,17","-5,88"
2021-04-19,1,Benzina,"1.574,45","728,4","283,92","562,13","0,93"
2021-04-19,2,Gasolio auto,"1.435,66","617,4","258,89","559,37","0,48"
2021-04-19,5,GPL,"662,85","147,27","119,53","396,05","-0,79"
2021-04-19,3,Gasolio riscaldamento,"1.238,82","403,21","223,39","612,22","1,71"
2021-04-19,6,O.C. fluido BTZ,"811,91","166,84","73,81","571,26","22,91"
2021-04-19,8,O.C. denso BTZ,"510,56","31,39",0,"479,17",13
2021-04-26,1,Benzina,"1.577,01","728,4","284,38","564,23","2,56"
2021-04-26,2,Gasolio auto,"1.437,6","617,4","259,24","560,96","1,94"
2021-04-26,5,GPL,"663,19","147,27","119,59","396,33","0,34"
2021-04-26,3,Gasolio riscaldamento,"1.237,71","403,21","223,19","611,31","-1,11"
2021-04-26,6,O.C. fluido BTZ,"802,27","166,84","72,93","562,5","-9,64"
2021-04-26,8,O.C. denso BTZ,"502,11","31,39",0,"470,72","-8,45"
2021-05-03,1,Benzina,"1.578,94","728,4","284,73","565,81","1,93"
2021-05-03,2,Gasolio auto,"1.438,83","617,4","259,46","561,97","1,23"
2021-05-03,5,GPL,"664,88","147,27","119,9","397,71","1,69"
2021-05-03,3,Gasolio riscaldamento,"1.241,39","403,21","223,86","614,32","3,68"
2021-05-03,6,O.C. fluido BTZ,"806,18","166,84","73,29","566,05","3,91"
2021-05-03,8,O.C. denso BTZ,"505,78","31,39",0,"474,39","3,67"
2021-05-10,1,Benzina,"1.587,82","728,4","286,33","573,09","8,88"
2021-05-10,2,Gasolio auto,"1.447,2","617,4","260,97","568,83","8,37"
2021-05-10,5,GPL,"664,72","147,27","119,87","397,58","-0,16"
2021-05-10,3,Gasolio riscaldamento,"1.247,32","403,21","224,93","619,18","5,93"
2021-05-10,6,O.C. fluido BTZ,"812,36","166,84","73,85","571,67","6,18"
2021-05-10,8,O.C. denso BTZ,"508,33","31,39",0,"476,94","2,55"
2021-05-17,1,Benzina,"1.593,07","728,4","287,27","577,4","5,25"
2021-05-17,2,Gasolio auto,"1.452,65","617,4","261,95","573,3","5,45"
2021-05-17,5,GPL,"664,85","147,27","119,89","397,69","0,13"
2021-05-17,3,Gasolio riscaldamento,"1.246,96","403,21","224,86","618,89","-0,36"
2021-05-17,6,O.C. fluido BTZ,"806,36","166,84","73,31","566,21",-6
2021-05-17,8,O.C. denso BTZ,"500,89","31,39",0,"469,5","-7,44"
2021-05-24,1,Benzina,"1.592,41","728,4","287,16","576,85","-0,66"
2021-05-24,2,Gasolio auto,"1.451,33","617,4","261,72","572,21","-1,32"
2021-05-24,5,GPL,"661,72","147,27","119,33","395,12","-3,13"
2021-05-24,3,Gasolio riscaldamento,"1.245,82","403,21","224,66","617,95","-1,14"
2021-05-24,6,O.C. fluido BTZ,"794,36","166,84","72,21","555,31",-12
2021-05-24,8,O.C. denso BTZ,"490,67","31,39",0,"459,28","-10,22"
2021-05-31,1,Benzina,"1.590,02","728,4","286,72","574,9","-2,39"
2021-05-31,2,Gasolio auto,"1.447,99","617,4","261,11","569,48","-3,34"
2021-05-31,5,GPL,"661,5","147,27","119,29","394,94","-0,22"
2021-05-31,3,Gasolio riscaldamento,"1.250,21","403,21","225,45","621,55","4,39"
2021-05-31,6,O.C. fluido BTZ,"795,36","166,84","72,31","556,21",1
2021-05-31,8,O.C. denso BTZ,"494,67","31,39",0,"463,28",4
2021-06-07,1,Benzina,"1.599,04","728,4","288,35","582,29","9,02"
2021-06-07,2,Gasolio auto,"1.457,56","617,4","262,84","577,32","9,57"
2021-06-07,5,GPL,"662,42","147,27","119,45","395,7","0,92"
2021-06-07,3,Gasolio riscaldamento,"1.259,39","403,21","227,1","629,08","9,18"
2021-06-07,6,O.C. fluido BTZ,"802,73","166,84","72,98","562,91","7,37"
2021-06-07,8,O.C. denso BTZ,"508,11","31,39",0,"476,72","13,44"
2021-06-14,1,Benzina,"1.605,46","728,4","289,51","587,55","6,42"
2021-06-14,2,Gasolio auto,"1.464,81","617,4","264,15","583,26","7,25"
2021-06-14,5,GPL,"664,21","147,27","119,78","397,16","1,79"
2021-06-14,3,Gasolio riscaldamento,"1.269,11","403,21","228,86","637,04","9,72"
2021-06-14,6,O.C. fluido BTZ,"805,82","166,84","73,26","565,72","3,09"
2021-06-14,8,O.C. denso BTZ,"510,89","31,39",0,"479,5","2,78"
2021-06-21,1,Benzina,"1.614,47","728,4","291,13","594,94","9,01"
2021-06-21,2,Gasolio auto,"1.474,15","617,4","265,83","590,92","9,34"
2021-06-21,5,GPL,"666,55","147,27","120,2","399,08","2,34"
2021-06-21,3,Gasolio riscaldamento,"1.279,07","403,21","230,65","645,21","9,96"
2021-06-21,6,O.C. fluido BTZ,"818,91","166,84","74,45","577,62","13,09"
2021-06-21,8,O.C. denso BTZ,"522,22","31,39",0,"490,83","11,33"
2021-06-28,1,Benzina,"1.624,61","728,4","292,96","603,25","10,14"
2021-06-28,2,Gasolio auto,"1.485,76","617,4","267,92","600,44","11,61"
2021-06-28,5,GPL,"666,76","147,27","120,24","399,25","0,21"
2021-06-28,3,Gasolio riscaldamento,"1.282,14","403,21","231,21","647,72","3,07"
2021-06-28,6,O.C. fluido BTZ,"826,36","166,84","75,12","584,4","7,45"
2021-06-28,8,O.C. denso BTZ,"530,22","31,39",0,"498,83",8
2021-07-05,1,Benzina,"1.634,34","728,4","294,72","611,22","9,73"
2021-07-05,2,Gasolio auto,"1.494,54","617,4","269,51","607,63","8,78"
2021-07-05,5,GPL,"670,41","147,27","120,89","402,25","3,65"
2021-07-05,3,Gasolio riscaldamento,"1.291,46","403,21","232,89","655,36","9,32"
2021-07-05,6,O.C. fluido BTZ,"833,36","166,84","75,76","590,76",7
2021-07-05,8,O.C. denso BTZ,"540,44","31,39",0,"509,05","10,22"
2021-07-12,1,Benzina,"1.649,6","728,4","297,47","623,73","15,26"
2021-07-12,2,Gasolio auto,"1.507,91","617,4","271,92","618,59","13,37"
2021-07-12,5,GPL,"674,05","147,27","121,55","405,23","3,64"
2021-07-12,3,Gasolio riscaldamento,"1.292,71","403,21","233,11","656,39","1,25"
2021-07-12,6,O.C. fluido BTZ,839,"166,84","76,27","595,89","5,64"
2021-07-12,8,O.C. denso BTZ,"533,89","31,39",0,"502,5","-6,55"
2021-07-19,1,Benzina,"1.655,26","728,4","298,49","628,37","5,66"
2021-07-19,2,Gasolio auto,"1.512,84","617,4","272,81","622,63","4,93"
2021-07-19,5,GPL,"683,64","147,27","123,28","413,09","9,59"
2021-07-19,3,Gasolio riscaldamento,"1.298,29","403,21","234,12","660,96","5,58"
2021-07-19,6,O.C. fluido BTZ,"832,18","166,84","75,65","589,69","-6,82"
2021-07-19,8,O.C. denso BTZ,"538,89","31,39",0,"507,5",5
2021-07-26,1,Benzina,"1.653,59","728,4","298,19",627,"-1,67"
2021-07-26,2,Gasolio auto,"1.510,57","617,4","272,4","620,77","-2,27"
2021-07-26,5,GPL,"685,82","147,27","123,67","414,88","2,18"
2021-07-26,3,Gasolio riscaldamento,"1.293,61","403,21","233,27","657,13","-4,68"
2021-07-26,6,O.C. fluido BTZ,"831,27","166,84","75,57","588,86","-0,91"
2021-07-26,8,O.C. denso BTZ,"532,44","31,39",0,"501,05","-6,45"
2021-08-02,1,Benzina,"1.655,53","728,4","298,54","628,59","1,94"
2021-08-02,2,Gasolio auto,"1.510,17","617,4","272,33","620,44","-0,4"
2021-08-02,5,GPL,"685,97","147,27","123,7",415,"0,15"
2021-08-02,3,Gasolio riscaldamento,"1.297,79","403,21","234,03","660,55","4,18"
2021-08-02,6,O.C. fluido BTZ,835,"166,84","75,91","592,25","3,73"
2021-08-02,8,O.C. denso BTZ,"539,78","31,39",0,"508,39","7,34"
2021-08-09,1,Benzina,"1.657,41","728,4","298,88","630,13","1,88"
2021-08-09,2,Gasolio auto,"1.509,98","617,4","272,29","620,29","-0,19"
2021-08-09,5,GPL,"692,27","147,27","124,84","420,16","6,3"
2021-08-09,3,Gasolio riscaldamento,"1.290,89","403,21","232,78","654,9","-6,9"
2021-08-09,6,O.C. fluido BTZ,"824,73","166,84","74,98","582,91","-10,27"
2021-08-09,8,O.C. denso BTZ,526,"31,39",0,"494,61","-13,78"
2021-08-16,1,Benzina,"1.656,16","728,4","298,65","629,11","-1,25"
2021-08-16,2,Gasolio auto,"1.507,75","617,4","271,89","618,46","-2,23"
2021-08-16,5,GPL,"695,35","147,27","125,39","422,69","3,08"
2021-08-16,3,Gasolio riscaldamento,"1.287,96","403,21","232,26","652,49","-2,93"
2021-08-16,6,O.C. fluido BTZ,"825,45","166,84","75,04","583,57","0,72"
2021-08-16,8,O.C. denso BTZ,"529,89","31,39",0,"498,5","3,89"
2021-08-23,1,Benzina,"1.652,39","728,4","297,97","626,02","-3,77"
2021-08-23,2,Gasolio auto,"1.503,43","617,4","271,11","614,92","-4,32"
2021-08-23,5,GPL,697,"147,27","125,69","424,04","1,65"
2021-08-23,3,Gasolio riscaldamento,"1.277,04","403,21","230,29","643,54","-10,92"
2021-08-23,6,O.C. fluido BTZ,"811,91","166,84","73,81","571,26","-13,54"
2021-08-23,8,O.C. denso BTZ,"511,11","31,39",0,"479,72","-18,78"
2021-08-30,1,Benzina,"1.650,23","728,4","297,58","624,25","-2,16"
2021-08-30,2,Gasolio auto,"1.499,96","617,4","270,48","612,08","-3,47"
2021-08-30,5,GPL,"696,38","147,27","125,58","423,53","-0,62"
2021-08-30,3,Gasolio riscaldamento,"1.290,93","403,21","232,79","654,93","13,89"
2021-08-30,6,O.C. fluido BTZ,"826,09","166,84","75,1","584,15","14,18"
2021-08-30,8,O.C. denso BTZ,"531,22","31,39",0,"499,83","20,11"
2021-09-06,1,Benzina,"1.655,19","728,4","298,48","628,31","4,96"
2021-09-06,2,Gasolio auto,"1.504,1","617,4","271,23","615,47","4,14"
2021-09-06,5,GPL,"701,09","147,27","126,43","427,39","4,71"
2021-09-06,3,Gasolio riscaldamento,"1.297,07","403,21","233,9","659,96","6,14"
2021-09-06,6,O.C. fluido BTZ,836,"166,84",76,"593,16","9,91"
2021-09-06,8,O.C. denso BTZ,"546,67","31,39",0,"515,28","15,45"
2021-09-13,1,Benzina,"1.662,09","728,4","299,72","633,97","6,9"
2021-09-13,2,Gasolio auto,"1.510,06","617,4","272,31","620,35","5,96"
2021-09-13,5,GPL,"709,3","147,27","127,91","434,12","8,21"
2021-09-13,3,Gasolio riscaldamento,1.294,"403,21","233,34","657,45","-3,07"
2021-09-13,6,O.C. fluido BTZ,"835,82","166,84","75,98",593,"-0,18"
2021-09-13,8,O.C. denso BTZ,"545,44","31,39",0,"514,05","-1,23"
2021-09-20,1,Benzina,"1.670,67","728,4","301,27",641,"8,58"
2021-09-20,2,Gasolio auto,"1.516,64","617,4","273,49","625,75","6,58"
2021-09-20,5,GPL,"710,01","147,27","128,03","434,71","0,71"
2021-09-20,3,Gasolio riscaldamento,"1.308,43","403,21","235,95","669,27","14,43"
2021-09-20,6,O.C. fluido BTZ,"847,27","166,84","77,02","603,41","11,45"
2021-09-20,8,O.C. denso BTZ,"556,22","31,39",0,"524,83","10,78"
2021-09-27,1,Benzina,"1.676,36","728,4","302,29","645,67","5,69"
2021-09-27,2,Gasolio auto,"1.523,47","617,4","274,72","631,35","6,83"
2021-09-27,5,GPL,"712,65","147,27","128,51","436,87","2,64"
2021-09-27,3,Gasolio riscaldamento,"1.327,07","403,21","239,31","684,55","18,64"
2021-09-27,6,O.C. fluido BTZ,"871,73","166,84","79,25","625,64","24,46"
2021-09-27,8,O.C. denso BTZ,"565,89","31,39",0,"534,5","9,67"
2021-10-04,1,Benzina,"1.686,89","728,4","304,19","654,3","10,53"
2021-10-04,2,Gasolio auto,"1.536,73","617,4","277,12","642,21","13,26"
2021-10-04,5,GPL,"717,44","147,27","129,37","440,8","4,79"
2021-10-04,3,Gasolio riscaldamento,"1.356,36","403,21","244,59","708,56","29,29"
2021-10-04,6,O.C. fluido BTZ,"887,27","166,84","80,66","639,77","15,54"
2021-10-04,8,O.C. denso BTZ,"590,78","31,39",0,"559,39","24,89"
2021-10-11,1,Benzina,"1.713,07","728,4","308,91","675,76","26,18"
2021-10-11,2,Gasolio auto,"1.567,13","617,4","282,6","667,13","30,4"
2021-10-11,5,GPL,"783,08","147,27","141,21","494,6","65,64"
2021-10-11,3,Gasolio riscaldamento,"1.375,04","403,21","247,96","723,87","18,68"
2021-10-11,6,O.C. fluido BTZ,"893,82","166,84","81,26","645,72","6,55"
2021-10-11,8,O.C. denso BTZ,"604,22","31,39",0,"572,83","13,44"
2021-10-18,1,Benzina,"1.733,84","728,4","312,66","692,78","20,77"
2021-10-18,2,Gasolio auto,"1.593,18","617,4","287,29","688,49","26,05"
2021-10-18,5,GPL,"817,73","147,27","147,46",523,"34,65"
2021-10-18,3,Gasolio riscaldamento,"1.403,96","403,21","253,17","747,58","28,92"
2021-10-18,6,O.C. fluido BTZ,"911,18","166,84","82,83","661,51","17,36"
2021-10-18,8,O.C. denso BTZ,"615,89","31,39",0,"584,5","11,67"
2021-10-25,1,Benzina,"1.745,84","728,4","314,82","702,62",12
2021-10-25,2,Gasolio auto,"1.607,9","617,4","289,95","700,55","14,72"
2021-10-25,5,GPL,"825,65","147,27","148,89","529,49","7,92"
2021-10-25,3,Gasolio riscaldamento,"1.406,64","403,21","253,66","749,77","2,68"
2021-10-25,6,O.C. fluido BTZ,"920,73","166,84","83,7","670,19","9,55"
2021-10-25,8,O.C. denso BTZ,"617,22","31,39",0,"585,83","1,33"
2021-11-01,1,Benzina,"1.749,25","728,4","315,44","705,41","3,41"
2021-11-01,2,Gasolio auto,"1.613,08","617,4","290,88","704,8","5,18"
2021-11-01,5,GPL,"830,18","147,27","149,7","533,21","4,53"
2021-11-01,3,Gasolio riscaldamento,"1.406,64","403,21","253,66","749,77",0
2021-11-01,6,O.C. fluido BTZ,"918,09","166,84","83,46","667,79","-2,64"
2021-11-01,8,O.C. denso BTZ,"613,78","31,39",0,"582,39","-3,44"
2021-11-08,1,Benzina,"1.750,76","728,4","315,71","706,65","1,51"
2021-11-08,2,Gasolio auto,"1.613,84","617,4","291,02","705,42","0,76"
2021-11-08,5,GPL,"832,38","147,27","150,1","535,01","2,2"
2021-11-08,3,Gasolio riscaldamento,"1.396,18","403,21","251,77","741,2","-10,46"
2021-11-08,6,O.C. fluido BTZ,"913,18","166,84","83,02","663,32","-4,91"
2021-11-08,8,O.C. denso BTZ,"603,22","31,39",0,"571,83","-10,56"
2021-11-15,1,Benzina,"1.749,56","728,4","315,49","705,67","-1,2"
2021-11-15,2,Gasolio auto,"1.612,92","617,4","290,85","704,67","-0,92"
2021-11-15,5,GPL,"833,93","147,27","150,38","536,28","1,55"
2021-11-15,3,Gasolio riscaldamento,"1.406,5","403,21","253,63","749,66","10,32"
2021-11-15,6,O.C. fluido BTZ,"917,36","166,84","83,4","667,12","4,18"
2021-11-15,8,O.C. denso BTZ,"614,44","31,39",0,"583,05","11,22"
2021-11-22,1,Benzina,"1.746,87","728,4","315,01","703,46","-2,69"
2021-11-22,2,Gasolio auto,"1.611,31","617,4","290,56","703,35","-1,61"
2021-11-22,5,GPL,"835,27","147,27","150,62","537,38","1,34"
2021-11-22,3,Gasolio riscaldamento,"1.398,39","403,21","252,17","743,01","-8,11"
2021-11-22,6,O.C. fluido BTZ,"914,27","166,84","83,12","664,31","-3,09"
2021-11-22,8,O.C. denso BTZ,"612,11","31,39",0,"580,72","-2,33"
2021-11-29,1,Benzina,"1.742,76","728,4","314,27","700,09","-4,11"
2021-11-29,2,Gasolio auto,"1.607,49","617,4","289,88","700,21","-3,82"
2021-11-29,5,GPL,"835,33","147,27","150,63","537,43","0,06"
2021-11-29,3,Gasolio riscaldamento,"1.402,43","403,21","252,9","746,32","4,04"
